,source,bit_rate
32277,3,310.492251
32278,4,10368.415066
32279,5,934.8216630000001
32280,6,1064.367877
32281,7,5501.796421
32282,8,4547.750185000001
32283,9,5833.765469000001
32284,10,53.304037
32285,11,278.209261
32286,12,1197.9570620000002
32287,13,37.271660999999995
32288,14,2535.8550819999996
32289,15,1227.7325329999999
32290,16,427.082833
32291,17,1987.61197
32292,18,3319.5838339999996
32293,19,4250.339524
32294,20,74.37760600000001
32295,21,3234.267785
32296,0,317.401158
32297,1,350.268617
32298,2,982.744929
32299,3,337.062815
32300,4,10066.749773999998
32301,5,1030.049539
32302,6,946.990503
32303,7,5518.926319
32304,8,4420.8257570000005
32305,9,5781.899267
32306,10,107.12821399999999
32307,11,253.46013400000004
32308,12,1080.190737
32309,13,40.51659699999999
32310,14,2719.1838040000002
32311,15,1485.41777
32312,16,464.87502599999993
32313,17,1968.6600079999998
32314,18,3193.9253919999996
32315,19,4162.590574
32316,20,70.67398999999999
32317,21,2938.184518
32318,0,328.709154
32319,1,408.97422800000004
32320,2,900.821371
32321,3,387.858263
32322,4,9914.362251999999
32323,5,838.6137850000001
32324,6,948.413605
32325,7,5609.884332999999
32326,8,4318.841860000001
32327,9,5915.561667999999
32328,10,122.36351300000003
32329,11,230.80157799999998
32330,12,1336.3300120000001
32331,13,39.785759999999996
32332,14,2904.062204
32333,15,1451.9464450000003
32334,16,450.494217
32335,17,1947.2605260000003
32336,18,2992.197744
32337,19,4050.4271319999993
32338,20,103.55477199999999
32339,21,3010.192595
32340,0,338.167537
32341,1,397.44558500000005
32342,2,994.2386560000001
32343,3,408.5908979999999
32344,4,9499.844353
32345,5,934.3190109999999
32346,6,882.939434
32347,7,5615.918173
32348,8,4205.8891570000005
32349,9,6006.407835999999
32350,10,37.576602
32351,11,269.92718
32352,12,1183.5814240000004
32353,13,37.601960000000005
32354,14,3196.4352160000008
32355,15,1257.02188
32356,16,494.73157899999995
32357,17,1930.8727079999999
32358,18,2904.147112
32359,19,3901.11439
32360,20,83.937705
32361,21,2926.007862
32362,0,265.044396
32363,1,434.576776
32364,2,858.13138
32365,3,455.4056790000001
32366,4,9657.049374999999
32367,5,917.6972149999999
32368,6,982.8283179999999
32369,7,5632.799811
32370,8,3913.4714370000006
32371,9,5955.808014
32372,10,39.092032999999994
32373,11,257.35741
32374,12,1166.9592360000004
32375,13,39.68589299999999
32376,14,2674.420341
32377,15,1059.189706
32378,16,439.60542499999997
32379,17,1940.9654890000002
32380,18,2893.015739
32381,19,3627.6270960000006
32382,20,105.15489099999998
32383,21,2869.0096
32384,0,234.734783
32385,1,426.490999
32386,2,846.818325
32387,3,377.87406300000004
32388,4,9560.736685000002
32389,5,881.597137
32390,6,774.1110140000001
32391,7,5618.711461999998
32392,8,3925.411360000001
32393,9,6128.4328350000005
32394,10,29.866956
32395,11,234.22718500000002
32396,12,1212.709558
32397,13,36.26151999999999
32398,14,2942.647089
32399,15,1200.237579
32400,16,464.66567800000007
32401,17,1971.9960990000002
32402,18,3127.887729
32403,19,3581.28331
32404,20,140.746471
32405,21,2710.5999899999997
32406,0,265.713209
32407,1,410.87276299999996
32408,2,858.386613
32409,3,429.991341
32410,4,9470.773740999999
32411,5,882.000538
32412,6,937.6333930000001
32413,7,6128.738170000002
32414,8,3746.8507109999996
32415,9,6031.802266000001
32416,10,41.932500999999995
32417,11,220.99180800000005
32418,12,1248.0519230000002
32419,13,36.098788
32420,14,2831.4981689999995
32421,15,1172.254708
32422,16,702.649337
32423,17,1983.1482749999996
32424,18,3429.843284
32425,19,3483.314271
32426,20,202.907269
32427,21,2726.526762
32428,0,298.3924599999999
32429,1,431.3312769999999
32430,2,701.9523499999999
32431,3,302.960238
32432,4,8702.886349
32433,5,962.219055
32434,6,848.541641
32435,7,5675.455220000001
32436,8,3701.9309269999994
32437,9,6236.8637
32438,10,34.416179
32439,11,237.355444
32440,12,1164.348701
32441,13,34.805692
32442,14,2521.722812
32443,15,1274.19637
32444,16,400.710315
32445,17,1974.1437379999998
32446,18,2852.1260469999997
32447,19,3347.0311020000004
32448,20,121.153359
32449,21,2508.27398
32450,0,301.669954
32451,1,368.41151999999994
32452,2,813.2797450000002
32453,3,214.68445799999998
32454,4,8817.914720999997
32455,5,971.7486799999999
32456,6,601.057095
32457,7,5512.228838999999
32458,8,3780.5130540000005
32459,9,5949.665705
32460,10,56.49280099999999
32461,11,215.88432100000003
32462,12,961.761894
32463,13,37.463576999999994
32464,14,2751.555131
32465,15,1361.5133540000002
32466,16,434.825429
32467,17,1884.3561799999998
32468,18,2648.673449
32469,19,3229.5463839999998
32470,20,102.42199300000001
32471,21,2363.104135
32472,0,200.19276000000008
32473,1,428.240973
32474,2,720.019906
32475,3,167.466162
32476,4,8471.317836999999
32477,5,903.939057
32478,6,646.3324259999999
32479,7,5470.621637000001
32480,8,3710.046336
32481,9,6036.200284999999
32482,10,29.39275899999999
32483,11,198.660235
32484,12,959.6257219999997
32485,13,35.132397000000005
32486,14,2658.505711
32487,15,1178.040902
32488,16,492.44977
32489,17,1831.037746
32490,18,2478.6872240000002
32491,19,3173.410257
32492,20,108.79108400000001
32493,21,2457.5960019999998
32494,0,253.27957400000003
32495,1,478.389311
32496,2,838.132503
32497,3,165.59641799999997
32498,4,8083.1484439999995
32499,5,748.3883530000002
32500,6,490.45058300000005
32501,7,5470.116959999999
32502,8,3692.170976000001
32503,9,6108.171869000001
32504,10,38.54062799999999
32505,11,233.93658200000002
32506,12,849.511293
32507,13,36.837385000000005
32508,14,2185.983738
32509,15,1101.9673639999996
32510,16,468.390491
32511,17,1886.9623880000001
32512,18,2547.88756
32513,19,3169.3470979999997
32514,20,115.105798
32515,21,2512.157481
32516,0,216.336983
32517,1,489.72132000000005
32518,2,906.6770700000001
32519,3,210.93394600000002
32520,4,7807.268734
32521,5,915.3208260000002
32522,6,873.3961999999999
32523,7,5317.139064999999
32524,8,3579.659182
32525,9,5953.182183000001
32526,10,38.427212
32527,11,207.398124
32528,12,1127.366689
32529,13,27.036556000000004
32530,14,2154.2817880000002
32531,15,1045.656585
32532,16,484.42478099999994
32533,17,1844.490628
32534,18,2458.7328279999997
32535,19,3043.032216
32536,20,118.611595
32537,21,2313.5417829999997
32538,0,265.05502099999995
32539,1,514.53719
32540,2,723.04363
32541,3,283.731115
32542,4,7785.053168
32543,5,854.598029
32544,6,650.9670649999999
32545,7,5187.836053
32546,8,3530.0292380000005
32547,9,5729.354351
32548,10,102.30492099999998
32549,11,210.82390100000006
32550,12,1024.391547
32551,13,25.700893
32552,14,2261.0063709999995
32553,15,1069.8391800000002
32554,16,453.021699
32555,17,1874.896452
32556,18,2591.5755440000003
32557,19,2888.7389599999997
32558,20,70.91572699999999
32559,21,2481.5343279999997
32560,0,246.88445099999998
32561,1,426.39613799999995
32562,2,817.1144360000001
32563,3,318.72962399999994
32564,4,7425.891518
32565,5,919.8380530000001
32566,6,680.7038479999999
32567,7,4960.417294000001
32568,8,3414.770323
32569,9,5314.028406
32570,10,93.34525499999997
32571,11,200.292964
32572,12,1260.6239970000001
32573,13,23.241284
32574,14,2208.7220309999993
32575,15,1298.276794
32576,16,439.866056
32577,17,1860.331876
32578,18,2419.5124180000003
32579,19,2871.20948
32580,20,80.32096899999998
32581,21,2409.564489
32582,0,325.84552199999996
32583,1,438.462863
32584,2,933.7221720000001
32585,3,271.63543
32586,4,7166.137925999999
32587,5,605.9970099999999
32588,6,811.402746
32589,7,4985.889551
32590,8,3435.0474319999994
32591,9,5159.637478
32592,10,81.73507299999999
32593,11,207.98922599999997
32594,12,1033.790832
32595,13,28.979348
32596,14,2275.815662
32597,15,1304.327335
32598,16,425.7024129999999
32599,17,1804.493946
32600,18,2520.525986
32601,19,2966.581363000001
32602,20,59.705573
32603,21,2173.0367140000003
32604,0,336.946644
32605,1,358.35349199999996
32606,2,936.05397
32607,3,234.20699900000002
32608,4,7000.631981999999
32609,5,844.566822
32610,6,771.3990340000001
32611,7,5004.647347
32612,8,3469.0063939999995
32613,9,4985.369469000002
32614,10,30.594644
32615,11,199.74887099999998
32616,12,1029.7648949999998
32617,13,24.313274
32618,14,2278.570208
32619,15,1207.5930759999999
32620,16,411.581277
32621,17,1815.7819800000002
32622,18,2341.254743
32623,19,2905.4621339999994
32624,20,63.24943700000001
32625,21,2264.4694289999998
32626,0,315.71568399999995
32627,1,353.27479399999993
32628,2,810.5842980000001
32629,3,214.009121
32630,4,7173.918476000001
32631,5,927.611014
32632,6,721.738108
32633,7,4984.773864999999
32634,8,3262.0775759999997
32635,9,4908.082232999998
32636,10,17.836783999999998
32637,11,221.58797100000004
32638,12,1068.0132919999999
32639,13,26.539807999999997
32640,14,2548.4522319999996
32641,15,1207.563947
32642,16,392.61711599999995
32643,17,1775.3182419999998
32644,18,2304.327613
32645,19,2659.4079979999997
32646,20,65.27573100000001
32647,21,2997.0568000000003
32648,0,300.090365
32649,1,374.50271899999996
32650,2,864.8881290000002
32651,3,187.617536
32652,4,7074.672987000001
32653,5,866.316909
32654,6,587.878618
32655,7,4827.448788
32656,8,3096.1829089999997
32657,9,4773.43899
32658,10,32.055591
32659,11,219.522934
32660,12,1026.7603490000001
32661,13,24.229153999999994
32662,14,2757.749905
32663,15,1055.6294790000002
32664,16,366.53126299999997
32665,17,1745.5149959999999
32666,18,2322.35699
32667,19,2606.080568
32668,20,53.053639000000004
32669,21,2437.270195
32670,0,240.62922799999998
32671,1,412.1317289999999
32672,2,800.625797
32673,3,160.144289
32674,4,6996.112620000001
32675,5,759.7277839999998
32676,6,553.867755
32677,7,4930.392044
32678,8,3084.113934
32679,9,4614.847022
32680,10,38.436939
32681,11,221.49760700000002
32682,12,974.0620339999997
32683,13,26.921899000000007
32684,14,2927.0818800000006
32685,15,1050.4070020000001
32686,16,326.809833
32687,17,1769.3648660000001
32688,18,2475.0888750000004
32689,19,2638.6846399999995
32690,20,69.07527599999999
32691,21,2965.480016
32692,0,226.84711300000004
32693,1,393.27350199999995
32694,2,751.2436660000001
32695,3,164.693908
32696,4,6802.253634999998
32697,5,762.327918
32698,6,726.038395
32699,7,4824.813114999999
32700,8,3109.439712
32701,9,4485.690042000001
32702,10,18.813463
32703,11,210.243596
32704,12,989.235086
32705,13,25.279160000000005
32706,14,3129.3078480000004
32707,15,1229.298066
32708,16,274.141432
32709,17,1822.2943489999998
32710,18,2451.197726
32711,19,2648.480857
32712,20,65.27854200000002
32713,21,2591.445987
32714,0,315.428507
32715,1,409.62178600000004
32716,2,890.2569209999999
32717,3,192.90794400000004
32718,4,7199.260276999999
32719,5,756.133087
32720,6,512.2919289999999
32721,7,4931.302318999999
32722,8,3122.4084399999997
32723,9,4458.7780379999995
32724,10,66.588279
32725,11,209.76540199999997
32726,12,862.6735150000001
32727,13,24.581275000000005
32728,14,3418.3975769999997
32729,15,1076.844244
32730,16,329.178631
32731,17,1784.8773310000001
32732,18,2255.888988
32733,19,2686.245495
32734,20,78.55300000000001
32735,21,3032.576517
32736,0,246.19781000000003
32737,1,407.00754199999994
32738,2,868.9764220000001
32739,3,214.83960100000002
32740,4,6806.5340719999995
32741,5,552.4405499999999
32742,6,416.07668699999994
32743,7,4909.5102799999995
32744,8,3063.7690099999995
32745,9,4577.790055999998
32746,10,13.880012999999998
32747,11,197.873784
32748,12,724.5321290000002
32749,13,23.479535
32750,14,2681.066763
32751,15,1016.8471130000001
32752,16,341.719892
32753,17,1768.51724
32754,18,2072.557397
32755,19,2667.4272499999997
32756,20,77.826268
32757,21,2587.937887
32758,0,237.96510099999998
32759,1,385.75566399999997
32760,2,929.398383
32761,3,371.398529
32762,4,6853.028446
32763,5,677.902404
32764,6,426.12510199999997
32765,7,4716.493082
32766,8,3014.333803
32767,9,4499.670596000001
32768,10,30.897676
32769,11,212.19026300000002
32770,12,793.297401
32771,13,25.86616
32772,14,1787.251303
32773,15,1109.86769
32774,16,283.162445
32775,17,1742.499706
32776,18,2065.323415
32777,19,2636.435388
32778,20,108.103263
32779,21,2939.721038
32780,0,215.17738300000008
32781,1,343.563489
32782,2,878.1576969999999
32783,3,248.42113999999998
32784,4,6411.691266999999
32785,5,610.6732000000001
32786,6,309.72030599999994
32787,7,4719.434031999999
32788,8,2948.8063789999997
32789,9,4475.347932
32790,10,10.068938000000001
32791,11,194.84983300000005
32792,12,835.118789
32793,13,22.613349
32794,14,1701.7696
32795,15,976.42307
32796,16,285.65624500000007
32797,17,1760.758
32798,18,1913.041774
32799,19,2535.77332
32800,20,121.64352799999999
32801,21,2292.451063
32802,0,233.85420700000003
32803,1,338.55086500000004
32804,2,1042.7143389999999
32805,3,347.976461
32806,4,6395.438801
32807,5,663.6828099999999
32808,6,324.12147
32809,7,4678.400783
32810,8,2902.3953380000003
32811,9,4443.367690000001
32812,10,14.501426000000002
32813,11,198.141331
32814,12,802.5023459999998
32815,13,22.898945
32816,14,1788.9737799999998
32817,15,1105.2216349999999
32818,16,343.646711
32819,17,1737.0548319999998
32820,18,1896.183078
32821,19,2055.7727
32822,20,101.050457
32823,21,2777.8175509999996
32824,0,192.79699899999997
32825,1,359.90243799999996
32826,2,1324.943234
32827,3,302.215512
32828,4,6198.817907000001
32829,5,682.266797
32830,6,401.792201
32831,7,4613.6479469999995
32832,8,2825.434976999999
32833,9,4581.509471
32834,10,9.766584
32835,11,207.67303700000002
32836,12,1017.1097129999998
32837,13,23.828169999999997
32838,14,1642.3009820000002
32839,15,983.0106219999998
32840,16,254.59819799999997
32841,17,1713.4845379999997
32842,18,1977.9821429999997
32843,19,2579.1128939999994
32844,20,68.167533
32845,21,2911.7558800000006
32846,0,287.07957300000004
32847,1,387.27402099999995
32848,2,1022.69342
32849,3,484.874969
32850,4,6089.0702710000005
32851,5,782.347264
32852,6,297.19136299999997
32853,7,4532.741332
32854,8,2800.4986599999997
32855,9,4674.307373
32856,10,15.711466
32857,11,210.69091400000005
32858,12,894.7981010000001
32859,13,22.516348999999998
32860,14,1767.0458359999998
32861,15,827.9416520000002
32862,16,240.820754
32863,17,1700.440404
32864,18,1884.326825
32865,19,2635.2243359999998
32866,20,57.57328400000001
32867,21,2813.883896
32868,0,241.97894599999995
32869,1,401.95876000000004
32870,2,1211.147286
32871,3,477.77999099999994
32872,4,6114.069793000001
32873,5,595.946455
32874,6,383.447877
32875,7,4507.85551
32876,8,2754.7059940000004
32877,9,4664.4462619999995
32878,10,13.785544000000002
32879,11,218.87931299999994
32880,12,956.5230519999999
32881,13,21.740807
32882,14,1444.797538
32883,15,702.1609679999999
32884,16,331.200369
32885,17,1722.80937
32886,18,1858.3700809999998
32887,19,2562.9651879999997
32888,20,60.521150999999996
32889,21,2468.3748600000004
32890,0,293.275079
32891,1,470.77244799999994
32892,2,1205.3184669999998
32893,3,355.997684
32894,4,6451.389250000001
32895,5,724.1725279999999
32896,6,475.861718
32897,7,4440.005001999999
32898,8,2705.254362999999
32899,9,4540.893740000001
32900,10,11.699871
32901,11,189.490263
32902,12,1005.2844479999999
32903,13,21.164887
32904,14,1499.440668
32905,15,675.846308
32906,16,295.75245900000004
32907,17,1665.407255
32908,18,1749.914921
32909,19,2477.6640390000002
32910,20,66.042332
32911,21,1798.1345280000003
32912,0,239.61026100000004
32913,1,389.462598
32914,2,1076.0160150000002
32915,3,364.440358
32916,4,6485.779508000001
32917,5,754.571546
32918,6,342.081849
32919,7,4353.1289289999995
32920,8,2715.5118460000003
32921,9,4327.465993
32922,10,8.583478
32923,11,189.26432700000004
32924,12,989.211526
32925,13,23.846220000000002
32926,14,1505.5182540000003
32927,15,667.174324
32928,16,305.59979100000004
32929,17,1699.3848320000002
32930,18,2080.8583129999997
32931,19,2553.7339249999995
32932,20,70.038912
32933,21,1846.435556
32934,0,254.640374
32935,1,421.95128300000005
32936,2,1069.683585
32937,3,325.94847999999996
32938,4,6231.33195
32939,5,671.269308
32940,6,419.869038
32941,7,4748.716520000001
32942,8,2714.79248
32943,9,4404.525438
32944,10,6.425490999999999
32945,11,216.093837
32946,12,985.2390090000001
32947,13,24.031274000000003
32948,14,1590.0290710000002
32949,15,897.3547689999999
32950,16,307.836107
32951,17,1724.903085
32952,18,1920.4357909999999
32953,19,2605.2778659999985
32954,20,79.98026399999999
32955,21,1930.146593
32956,0,273.099637
32957,1,312.41226500000005
32958,2,1019.5964849999999
32959,3,340.345484
32960,4,6064.556644
32961,5,588.415573
32962,6,420.39142899999996
32963,7,4635.1885139999995
32964,8,2764.8456730000003
32965,9,4441.117426999999
32966,10,12.335284999999999
32967,11,202.72738500000008
32968,12,969.0508730000001
32969,13,22.197743
32970,14,1864.5993249999997
32971,15,1040.3373880000001
32972,16,363.833341
32973,17,1731.478039
32974,18,1801.126311
32975,19,2637.4035229999995
32976,20,79.71350299999999
32977,21,1961.2930350000001
32978,0,324.9087640000001
32979,1,296.71379
32980,2,1085.938304
32981,3,386.129545
32982,4,7037.000624999999
32983,5,730.3910890000001
32984,6,340.74022999999994
32985,7,4616.937699
32986,8,2736.4638970000005
32987,9,4317.244439999999
32988,10,28.099832999999997
32989,11,211.610012
32990,12,1071.163931
32991,13,26.408002999999997
32992,14,1648.604732
32993,15,842.5188810000001
32994,16,294.771055
32995,17,1738.0851
32996,18,1840.738711
32997,19,2664.698515
32998,20,64.23337
32999,21,2006.573545
33000,0,254.32975099999996
33001,1,307.04066
33002,2,980.3995799999999
33003,3,357.590883
33004,4,7551.248108999999
33005,5,572.5812940000001
33006,6,480.463344
33007,7,4477.770823999999
33008,8,2694.870864
33009,9,4586.633207000001
33010,10,33.684444
33011,11,268.008623
33012,12,974.373556
33013,13,28.355457999999995
33014,14,1588.2188769999998
33015,15,773.2541589999998
33016,16,292.417551
33017,17,1706.5289019999998
33018,18,1824.0344229999996
33019,19,2801.076266
33020,20,76.23796100000001
33021,21,2025.7620170000002
33022,0,279.44353300000006
33023,1,472.398657
33024,2,1028.043548
33025,3,321.792426
33026,4,7815.697186
33027,5,561.813233
33028,6,341.969669
33029,7,4440.799553999999
33030,8,2744.4030769999995
33031,9,5439.249705999999
33032,10,35.193407
33033,11,250.80944800000003
33034,12,979.9067130000001
33035,13,25.781530999999994
33036,14,1688.493508
33037,15,764.2235299999999
33038,16,406.336081
33039,17,1731.1169240000002
33040,18,1937.736859
33041,19,2796.6950060000004
33042,20,54.70234
33043,21,2255.683463
33044,0,251.41219200000003
33045,1,334.00805099999997
33046,2,1265.7509420000001
33047,3,340.31421900000004
33048,4,8402.84159
33049,5,587.779035
33050,6,268.57802100000004
33051,7,4530.724821000001
33052,8,2850.652396
33053,9,4786.8999140000005
33054,10,38.592867999999996
33055,11,242.56347099999996
33056,12,997.445638
33057,13,28.644600999999998
33058,14,1840.327209
33059,15,655.4506660000001
33060,16,306.08596900000003
33061,17,1725.6243640000002
33062,18,1832.0105489999999
33063,19,2761.619856
33064,20,64.165669
33065,21,2125.4045559999995
33066,0,344.937779
33067,1,413.6733070000001
33068,2,1825.744868
33069,3,270.270022
33070,4,9154.784157
33071,5,665.728224
33072,6,542.789125
33073,7,4596.709571000001
33074,8,2970.8036579999994
33075,9,4823.675161
33076,10,56.330909
33077,11,250.71509100000003
33078,12,959.617122
33079,13,27.923208999999996
33080,14,1768.7319860000002
33081,15,746.1107640000001
33082,16,329.2632580000001
33083,17,1721.744629
33084,18,1973.7384230000005
33085,19,2818.139138
33086,20,53.22306400000001
33087,21,2194.891334
33088,0,331.31952199999995
33089,1,482.20612300000005
33090,2,1595.665357
33091,3,325.878471
33092,4,9234.715948
33093,5,570.2479230000001
33094,6,387.166562
33095,7,4628.337914999999
33096,8,3125.8343869999994
33097,9,5190.308371000001
33098,10,140.78774399999998
33099,11,228.19019900000004
33100,12,942.9195300000001
33101,13,33.382704999999994
33102,14,1757.370344
33103,15,978.75729
33104,16,322.89563
33105,17,1687.454356
33106,18,2014.8484840000003
33107,19,2916.6175210000006
33108,20,59.448876999999996
33109,21,2409.9284199999997
33110,0,370.65110200000004
33111,1,451.43040999999994
33112,2,1343.051896
33113,3,379.98577300000005
33114,4,9657.162851
33115,5,622.5892240000001
33116,6,456.52586400000007
33117,7,4869.664805999999
33118,8,3165.940383
33119,9,4995.078303
33120,10,103.16908099999999
33121,11,228.18895899999998
33122,12,888.4977810000001
33123,13,34.665959
33124,14,2083.3302400000002
33125,15,1015.73081
33126,16,415.76775399999997
33127,17,1646.071233
33128,18,2338.642635
33129,19,3007.355388
33130,20,114.60556499999998
33131,21,2529.656708
33132,0,475.06221800000003
33133,1,418.867051
33134,2,1489.062625
33135,3,431.481355
33136,4,10923.86573
33137,5,720.4172339999999
33138,6,477.198897
33139,7,4738.050349999999
33140,8,3347.0886810000006
33141,9,5443.772385
33142,10,97.35617600000002
33143,11,219.68994000000004
33144,12,963.1408539999999
33145,13,40.047177
33146,14,2244.56941
33147,15,969.2945239999999
33148,16,382.42570399999994
33149,17,1604.033304
33150,18,2498.7373279999997
33151,19,3103.037559000001
33152,20,142.74189399999997
33153,21,2636.881188
33154,0,465.96400000000006
33155,1,530.5786769999999
33156,2,1381.200987
33157,3,326.934777
33158,4,11502.443081
33159,5,797.205528
33160,6,574.894258
33161,7,4885.250596
33162,8,3358.6549490000007
33163,9,5506.774632000001
33164,10,106.90879699999998
33165,11,246.757311
33166,12,1105.9794069999998
33167,13,43.380285
33168,14,2387.319512
33169,15,1098.991324
33170,16,431.881215
33171,17,1585.3455690000003
33172,18,2643.075907
33173,19,3238.677723
33174,20,224.96640200000002
33175,21,2617.042013
33176,0,498.86620800000003
33177,1,650.422521
33178,2,1879.3115010000001
33179,3,482.03365899999994
33180,4,12552.392979
33181,5,757.4099319999999
33182,6,546.968627
33183,7,4936.872417999999
33184,8,3439.251505
33185,9,5839.14253
33186,10,144.08508999999998
33187,11,251.56278000000003
33188,12,1341.2916890000001
33189,13,50.086425999999996
33190,14,2783.936187
33191,15,1195.9188459999998
33192,16,391.378061
33193,17,1639.3734149999998
33194,18,2698.639147
33195,19,3377.305678
33196,20,183.70350299999998
33197,21,2817.7084639999994
33198,0,536.297284
33199,1,597.2982589999999
33200,2,2165.90417
33201,3,559.447864
33202,4,12956.483804000001
33203,5,826.041881
33204,6,522.609693
33205,7,5111.849786999999
33206,8,3530.6090969999996
33207,9,5776.460466
33208,10,128.569195
33209,11,244.655274
33210,12,1318.182832
33211,13,45.91828600000001
33212,14,2925.7046609999998
33213,15,1437.1839410000002
33214,16,410.590709
33215,17,1619.419132
33216,18,2858.8341010000004
33217,19,3284.5447770000005
33218,20,159.08983899999998
33219,21,2891.8449499999997
33220,0,512.7974489999998
33221,1,597.5497250000001
33222,2,1799.8962549999999
33223,3,429.53806199999997
33224,4,13479.265898999998
33225,5,550.0592109999999
33226,6,667.415836
33227,7,5182.954954
33228,8,3633.7196970000005
33229,9,5765.397810000001
33230,10,124.23938999999999
33231,11,253.37196399999993
33232,12,1293.312248
33233,13,47.88565
33234,14,2969.93494
33235,15,1627.4766769999999
33236,16,558.7772500000001
33237,17,1729.0694280000002
33238,18,3004.730512
33239,19,3576.305886
33240,20,174.186699
33241,21,3223.36263
33242,0,580.6171949999999
33243,1,714.0736750000002
33244,2,1798.5931489999998
33245,3,511.78978499999994
33246,4,13805.860368000001
33247,5,847.527961
33248,6,788.511726
33249,7,5229.272311999999
33250,8,3587.6021299999998
33251,9,5868.423389
33252,10,119.797623
33253,11,269.46973800000006
33254,12,1189.319264
33255,13,52.32257600000001
33256,14,3344.130976
33257,15,1432.3732390000002
33258,16,542.830006
33259,17,1742.361938
33260,18,3042.594626
33261,19,3534.3529750000002
33262,20,186.17464400000003
33263,21,3422.6755409999996
33264,0,592.24211
33265,1,628.518474
33266,2,1622.715408
33267,3,476.02467599999994
33268,4,14012.96558
33269,5,756.970091
33270,6,807.7572149999999
33271,7,5445.851708
33272,8,3680.2259370000006
33273,9,5923.247244
33274,10,135.050412
33275,11,256.346711
33276,12,1212.1596740000002
33277,13,52.046312
33278,14,4557.585823999999
33279,15,1419.015897
33280,16,484.7005949999999
33281,17,1833.0193930000003
33282,18,3153.847343
33283,19,3492.0440059999996
33284,20,112.044006
33285,21,3666.876297
33286,0,574.1989589999998
33287,1,519.575736
33288,2,1313.0354220000002
33289,3,542.8630709999999
33290,4,14629.009431
33291,5,1402.0738659999997
33292,6,596.5105120000001
33293,7,5507.979612
33294,8,3754.073786
33295,9,6181.0988720000005
33296,10,144.96224
33297,11,258.628069
33298,12,1120.392156
33299,13,53.983478
33300,14,5526.096931
33301,15,1402.0789260000001
33302,16,546.639676
33303,17,1837.5660289999998
33304,18,3584.5340400000005
33305,19,3541.591683999999
33306,20,108.26751400000002
33307,21,3337.380131
33308,0,525.288326
33309,1,636.9767270000001
33310,2,1377.4587399999998
33311,3,672.911937
33312,4,13917.480332000001
33313,5,786.094399
33314,6,762.1555690000001
33315,7,5581.332286
33316,8,3883.0742760000003
33317,9,6178.540630999998
33318,10,88.394823
33319,11,274.220831
33320,12,1102.7680380000002
33321,13,52.502515
33322,14,4613.9767870000005
33323,15,1595.874256
33324,16,607.4056019999999
33325,17,1824.7590220000002
33326,18,3651.47309
33327,19,3586.414752
33328,20,165.36642999999998
33329,21,3443.286155
33330,0,617.537577
33331,1,584.557264
33332,2,1524.656228
33333,3,644.5043489999999
33334,4,14683.29498
33335,5,977.3364370000002
33336,6,966.7194669999999
33337,7,5825.797950000002
33338,8,3841.9710189999996
33339,9,6296.544982
33340,10,136.46249099999997
33341,11,272.30165900000003
33342,12,1444.901793
33343,13,54.724943
33344,14,5784.832009
33345,15,1760.604599
33346,16,587.9747760000001
33347,17,1865.6268400000004
33348,18,3584.5578249999994
33349,19,3780.364492
33350,20,227.04425900000004
33351,21,3512.8440660000006
33352,0,598.109618
33353,1,762.3317420000001
33354,2,1470.3793920000003
33355,3,338.88482099999993
33356,4,14716.824844000002
33357,5,1008.2079669999999
33358,6,802.1254869999999
33359,7,5638.735584000001
33360,8,3953.773175
33361,9,6187.871139999999
33362,10,97.61731200000003
33363,11,260.39474400000006
33364,12,1187.656449
33365,13,57.66511
33366,14,6248.026339000001
33367,15,1614.164768
33368,16,549.662835
33369,17,1885.7538060000002
33370,18,3765.927508
33371,19,3732.716702
33372,20,220.86607400000003
33373,21,3523.8924970000007
33374,0,611.8980300000002
33375,1,687.6414930000001
33376,2,1610.8422899999998
33377,3,472.814993
33378,4,14621.834151999998
33379,5,880.0761950000001
33380,6,1000.3802939999999
33381,7,5494.879859999999
33382,8,4222.001043999999
33383,9,6254.642677
33384,10,145.352147
33385,11,256.3931
33386,12,1306.209564
33387,13,53.59413400000001
33388,14,6367.920456999999
33389,15,1565.0275820000002
33390,16,772.7299139999999
33391,17,1890.0945800000004
33392,18,3806.2043879999997
33393,19,4088.6511230000006
33394,20,278.583029
33395,21,3877.592178
33396,0,729.428464
33397,1,733.468458
33398,2,1458.7553759999998
33399,3,379.7656279999999
33400,4,14636.425940000001
33401,5,939.440781
33402,6,907.738717
33403,7,5999.153155000002
33404,8,4282.199485
33405,9,6342.842322
33406,10,173.71930500000002
33407,11,235.47833300000005
33408,12,1564.7414209999997
33409,13,54.93148300000001
33410,14,6306.826083
33411,15,1604.919394
33412,16,664.188723
33413,17,1881.4749459999998
33414,18,3631.904102
33415,19,3945.317115
33416,20,288.168997
33417,21,3901.0975760000006
33418,0,601.4425560000001
33419,1,711.235007
33420,2,1709.248753
33421,3,486.370102
33422,4,14836.498646999999
33423,5,968.1341319999999
33424,6,1034.1092700000002
33425,7,6255.685880999998
33426,8,4312.826915999999
33427,9,6355.796825999998
33428,10,145.790529
33429,11,245.60428899999994
33430,12,1676.4441609999997
33431,13,54.09122000000001
33432,14,6004.357643
33433,15,1759.7611310000002
33434,16,538.7615629999999
33435,17,1887.82323
33436,18,4093.048073
33437,19,3798.8848210000006
33438,20,262.324823
